Y,X,Pop01_percent,Pop02_percent,Pop03_percent,Pop04_percent,Pop05_percent,Pop06_percent,Pop07_percent,Pop08_percent,Pop09_percent,Pop10_percent
-21.12234,-44.2493905,0.04741479 ,0.45437019 ,0.38887505 ,0.08984825 ,0.01949172 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-19.4493869,-44.2297862,0.05206459 ,0.61989478 ,0.28147678 ,0.04540276 ,0.00116110 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-15.8106787,-42.2277023,0.91448469 ,0.08551531 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-17.8637422,-41.5045224,0.00720109 ,0.22357737 ,0.65432385 ,0.09805786 ,0.01612852 ,0.00071132 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-19.757762,-47.9493222,0.27729756 ,0.68628268 ,0.03360379 ,0.00278283 ,0.00003313 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-18.9209723,-48.2734953,0.41032446 ,0.54320220 ,0.04446227 ,0.00167169 ,0.00030756 ,0.00003182 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-16.3722711,-46.8977031,0.25947665 ,0.72649584 ,0.01402751 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-21.5613492,-45.4380356,0.11794785 ,0.82218497 ,0.05986718 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-23.1155209,-55.2280019,0.04846884 ,0.91924932 ,0.03228184 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-20.0833667,-51.0998784,0.16087698 ,0.83912302 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-20.4734009,-55.7911585,0.00988129 ,0.09069907 ,0.79583316 ,0.10358649 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
