ID,Lon,Lat,Canopy_cover,Treecover_Gini
378,-48.2320686,-21.3613355,0.133106,0.199315
379,-47.1940537,-22.8807199,0.147226,0.216211
380,-48.8287126,-21.7578424,0.102754,0.243502
381,-47.2245437,-23.1046539,0.199738,0.266527
382,-48.0411972,-23.5914941,0.144566,0.212739
383,-48.8808279,-23.9843774,0.136706,0.193073
384,-46.8164013,-22.4331284,0.181777,0.239714
385,-48.8137673,-21.5989631,0.124126,0.205266
386,-49.3322946,-24.1115709,0.139538,0.179051
387,-46.8412547,-23.0085873,0.226155,0.209785
388,-47.2973777,-23.2685734,0.252961,0.236502
389,-47.0505367,-23.1567133,0.192258,0.191545
390,-47.7850409,-20.3307564,0.12342,0.155413
391,-48.3200531,-21.2576727,0.16919,0.205641
392,-45.972227,-23.298962,0.160339,0.207442
393,-46.9835244,-22.6898725,0.19666,0.299136
394,-50.5441086,-20.2699321,0.164242,0.179932
395,-48.5617362,-22.2960857,0.13441,0.210654
396,-46.8722615,-23.1945763,0.216154,0.228423
397,-51.4376839,-21.5075767,0.176843,0.153816
398,-47.8350051,-23.0500635,0.136347,0.221419
399,-47.3827659,-22.1866627,0.133354,0.244173
400,-48.8007747,-22.598471,0.132362,0.247044
401,-47.4098857,-22.5766189,0.15984,0.233571
402,-49.7453682,-21.671884,0.123566,0.192969
403,-45.1120426,-22.7382454,0.155562,0.248544
404,-46.9616537,-23.085093,0.249287,0.201869
405,-51.019903,-21.7256844,0.202708,0.157972
406,-49.9500395,-22.2046639,0.128969,0.192097
407,-51.1686744,-22.1487257,0.154067,0.193199
408,-48.3721416,-21.6090628,0.154271,0.20026
409,-49.5040016,-20.817981,0.142309,0.183255
410,-47.0078279,-21.4711932,0.157537,0.203248
411,-46.9467165,-22.3927256,0.138559,0.249034
412,-48.4933989,-21.2620631,0.104307,0.235193
413,-47.2799756,-22.9401872,0.187737,0.223299
414,-47.2349205,-22.8107024,0.158699,0.274239
415,-49.2165492,-21.4684607,0.114724,0.181253
416,-48.9034416,-20.7367119,0.118979,0.184455
417,-50.8816887,-21.7924084,0.167861,0.164886
418,-49.8730467,-22.9806936,0.172168,0.184688
419,-51.8583347,-21.3650028,0.194446,0.135498
420,-47.1668105,-22.7479202,0.154981,0.287883
421,-46.9009848,-22.7292927,0.306501,0.202092
422,-50.0758566,-21.4203033,0.15616,0.196618
423,-46.9800841,-24.296672,0.14742,0.269563
424,-47.7208422,-23.8110202,0.137883,0.143402
425,-45.4657482,-22.9368022,0.155922,0.176989
426,-47.6506703,-22.7111183,0.178116,0.24935
427,-51.500013,-22.2785218,0.147537,0.149998
428,-47.4234979,-21.9969607,0.136064,0.196419
429,-47.5241531,-23.2068337,0.225598,0.212406
430,-47.4760289,-21.8533395,0.118415,0.240012
431,-52.1211429,-21.7765501,0.12996,0.230891
432,-51.4077531,-22.112585,0.159707,0.252924
433,-51.8451597,-21.8750549,0.168534,0.161116
434,-49.855151,-21.538512,0.161131,0.172291
435,-51.3076343,-22.2218265,0.16341,0.21399
436,-47.8011744,-21.2076157,0.161465,0.235239
437,-47.5651856,-22.4121615,0.115285,0.20602
438,-47.6068322,-22.8459879,0.143714,0.272478
439,-47.2927161,-23.1936342,0.198606,0.266179
440,-47.3983414,-22.7481317,0.161042,0.240225
441,-49.6283944,-22.9030608,0.161476,0.210949
442,-50.9258835,-20.2051062,0.164105,0.16605
443,-47.4885683,-21.7034239,0.169595,0.214872
444,-46.3079658,-23.9628667,0.133353,0.265349
445,-47.8967066,-22.0099236,0.116263,0.278159
446,-46.7808004,-21.9815524,0.16365,0.284961
447,-47.8648715,-20.5880034,0.125536,0.188216
448,-49.3757571,-20.8051065,0.165799,0.244279
449,-45.8721457,-23.1911915,0.147067,0.256458
450,-46.9033988,-21.5959982,0.15979,0.203389
451,-48.5648797,-22.7426441,0.121638,0.325313
452,-46.6085097,-23.5741506,0.180637,0.272274
453,-47.9069473,-22.5471331,0.174228,0.216075
454,-47.9973055,-21.1298265,0.137913,0.21551
455,-47.4635983,-23.5093183,0.179667,0.257394
456,-47.274646,-21.7043513,0.130055,0.171279
457,-48.4991924,-21.4047692,0.142843,0.197569
458,-47.8500281,-23.3561624,0.149844,0.256591
459,-45.5776598,-23.0242786,0.162091,0.224409
460,-47.7119158,-23.0957344,0.181737,0.208074
461,-50.5109297,-21.932245,0.155754,0.16415
462,-51.5748172,-21.3895127,0.112199,0.204361
463,-46.9914369,-22.9674444,0.223901,0.198965
464,-46.9032647,-21.8370085,0.089664,0.269676
465,-46.9968657,-23.0411058,0.288128,0.17913
466,-49.9782805,-20.4131227,0.127962,0.2283
467,-48.2154174,-7.1820365,0.193104,0.246933
468,-48.5107715,-8.8394149,0.165051,0.2079
469,-49.088404,-11.7366996,0.160074,0.288647
470,-48.3239195,-10.274089,0.167025,0.276272
471,-48.8954754,-10.1791439,0.172635,0.223055
472,-48.3943342,-10.7067636,0.184944,0.174831
